Employee_ID,Employee_Name,Gender,Age,Department,Job_Role,Job_Level,Education,Years_At_Company,Total_Work_Experience,Salary,Salary_Band,Overtime,Work_Life_Balance,Job_Satisfaction,Environment_Satisfaction,Performance_Rating,Training_Hours,Promotion_Last_Year,Manager_Tenure,Remote_Status,Business_Travel,Absence_Days,Attrition,Hire_Date,Exit_Date
EMP008446,Employee_8446,Female,50.0,IT,IT Support,2,Bachelor,1.5,28,100715.0,High,Yes,2,3,4,3,30,0,0.0,Hybrid,Travel_Rarely,28,No,2025-02-17,
EMP008447,Employee_8447,Male,23.0,Research & Development,Healthcare Representative,2,Bachelor,1.5,9,66896.0,Medium,No,1,4,3,2,42,1,0.0,On-Site,Travel_Rarely,1,Yes,2025-03-07,2025-11-09
EMP008448,Employee_8448,Male,36.0,Sales,Sales Representative,1,PhD,6.2,14,67990.0,Medium,No,1,4,1,3,29,1,2.2,Hybrid,Travel_Rarely,4,Yes,2020-06-12,2026-01-19
EMP008449,Employee_8449,Male,54.0,Sales,Sales Executive,1,Master,14.3,32,87043.0,Medium,No,3,4,1,3,89,0,12.3,Hybrid,Travel_Frequently,8,No,2012-04-27,
EMP008450,Employee_8450,Male,32.0,Human Resources,Human Resources,2,PhD,3.8,10,82082.0,Medium,No,2,4,2,4,19,0,2.8,On-Site,Travel_Rarely,17,No,2022-11-23,
EMP008451,Employee_8451,Female,45.0,Research & Development,Manager,1,Bachelor,4.3,23,82348.0,Medium,No,3,1,4,3,89,1,3.3,On-Site,Travel_Rarely,20,No,2022-05-05,
EMP008452,Employee_8452,Male,36.0,Research & Development,Manufacturing Director,2,Bachelor,3.6,14,88583.0,Medium,No,3,1,4,3,35,0,0.0,Fully Remote,Travel_Rarely,2,No,2023-01-26,
EMP008453,Employee_8453,Female,26.0,IT,Software Engineer,3,Master,5.0,8,89514.0,Medium,Yes,1,1,1,4,9,0,1.0,Fully Remote,Travel_Rarely,5,No,2021-08-25,
EMP008454,Employee_8454,Male,30.0,Research & Development,Healthcare Representative,1,Master,4.4,8,63711.0,Medium,No,3,4,1,3,59,0,1.4000000000000004,On-Site,Travel_Rarely,7,Yes,2022-03-27,2023-01-03
EMP008455,Employee_8455,Male,25.0,Finance,Accountant,1,Master,7.0,7,57030.0,Medium,Yes,4,2,1,3,97,0,6.0,On-Site,Travel_Frequently,9,No,2016-03-22,
EMP008456,Employee_8456,Female,48.0,Sales,Manager,4,Master,2.5,26,120487.0,High,Yes,1,4,2,4,55,0,0.0,Hybrid,Travel_Rarely,26,No,2024-03-20,
EMP008457,Employee_8457,Female,25.0,Sales,Sales Representative,2,Master,6.0,6,82803.0,Medium,No,1,4,4,2,56,0,3.0,Fully Remote,Travel_Frequently,4,No,2019-02-03,
EMP008458,Employee_8458,Male,58.0,Sales,Sales Executive,2,Master,9.7,36,106480.0,High,No,4,3,4,3,97,0,6.699999999999999,Hybrid,Travel_Rarely,9,No,2017-01-02,
EMP008459,Employee_8459,Female,34.0,Human Resources,Manager,5,Bachelor,3.8,12,129382.0,High,No,4,3,1,3,4,0,2.8,Fully Remote,Travel_Rarely,24,No,2022-11-12,
EMP008460,Employee_8460,Male,42.0,Finance,Financial Analyst,5,Master,4.9,20,138168.0,Very High,Yes,2,2,1,4,76,0,1.9000000000000004,On-Site,Non-Travel,2,No,2021-10-21,
EMP008461,Employee_8461,Male,32.0,Research & Development,Healthcare Representative,5,Bachelor,10.0,10,119969.0,High,No,4,2,2,4,80,0,8.0,Hybrid,Travel_Rarely,22,No,2015-06-20,
EMP008462,Employee_8462,Male,33.0,IT,Data Scientist,4,Bachelor,6.6,11,120330.0,High,Yes,2,3,4,3,55,0,5.6,Fully Remote,Travel_Rarely,27,No,2020-01-22,
EMP008463,Employee_8463,Male,35.0,IT,Manager,3,Master,12.4,13,97654.0,High,No,2,3,4,4,76,0,10.4,Fully Remote,Travel_Rarely,4,No,2014-04-14,
EMP008464,Employee_8464,Female,57.0,IT,Data Scientist,4,Master,5.7,35,132498.0,Very High,No,3,1,3,3,77,0,3.7,Hybrid,Travel_Rarely,9,No,2021-01-01,
EMP008465,Employee_8465,Male,34.0,Finance,Manager,4,Bachelor,11.6,12,109459.0,High,No,3,3,1,3,89,1,9.6,Hybrid,Travel_Rarely,5,No,2015-01-15,
EMP008466,Employee_8466,Male,26.0,Research & Development,Healthcare Representative,5,Bachelor,0.1,6,120385.0,High,No,3,3,4,3,62,1,0.0,Fully Remote,Travel_Rarely,3,Yes,2026-08-03,2026-08-25
EMP008467,Employee_8467,Female,42.0,IT,Data Scientist,3,PhD,7.7,20,100150.0,High,No,4,4,4,4,30,0,3.7,Hybrid,Travel_Rarely,26,No,2019-01-05,
EMP008468,Employee_8468,Male,30.0,Sales,Manager,2,Bachelor,8.0,8,74201.0,Medium,Yes,3,1,3,3,61,1,4.0,Fully Remote,Travel_Rarely,27,No,2017-11-27,
EMP008469,Employee_8469,Male,54.0,Research & Development,Manufacturing Director,3,High School,14.7,32,120656.0,High,No,1,2,2,2,37,0,12.7,On-Site,Travel_Rarely,3,No,2011-12-28,
EMP008470,Employee_8470,Male,38.0,IT,IT Support,5,Bachelor,13.3,16,132997.0,Very High,Yes,3,2,2,3,77,0,11.3,On-Site,Travel_Frequently,29,No,2013-05-29,
EMP008471,Employee_8471,Male,48.0,Sales,Sales Executive,4,Master,7.2,26,125741.0,High,No,3,1,4,4,0,0,4.2,On-Site,Travel_Rarely,7,No,2019-06-23,
EMP008472,Employee_8472,Male,22.0,Research & Development,Healthcare Representative,1,Bachelor,6.5,8,62722.0,Medium,Yes,3,1,2,3,68,0,4.5,On-Site,Travel_Rarely,20,No,2020-03-07,
EMP008473,Employee_8473,Male,26.0,Research & Development,Manager,1,Master,4.0,4,48093.0,Low,Yes,1,4,3,3,90,0,3.0,On-Site,Travel_Frequently,19,No,2012-12-01,
EMP008474,Employee_8474,Male,33.0,Research & Development,Manager,2,High School,3.6,11,84427.0,Medium,Yes,4,4,1,3,43,1,2.6,On-Site,Travel_Rarely,22,No,2023-01-24,
EMP008475,Employee_8475,Other,46.0,Sales,Manager,4,Bachelor,15.9,24,128096.0,High,No,2,1,4,3,36,0,14.9,On-Site,Non-Travel,10,No,2010-10-10,
EMP008476,Employee_8476,Male,46.0,Research & Development,Healthcare Representative,1,Bachelor,13.7,24,71794.0,Medium,No,3,4,2,3,57,1,11.7,Hybrid,Travel_Rarely,3,No,2012-12-17,
EMP008477,Employee_8477,Male,33.0,Finance,Manager,5,Bachelor,6.0,11,127723.0,High,Yes,2,1,2,3,86,0,2.0,Fully Remote,Travel_Frequently,20,Yes,2020-08-21,2026-04-20
EMP008478,Employee_8478,Male,32.0,Research & Development,Healthcare Representative,1,High School,8.8,10,61383.0,Medium,No,2,4,3,2,1,0,4.800000000000001,Hybrid,Travel_Rarely,23,No,2017-11-21,
EMP008479,Employee_8479,Female,51.0,IT,Manager,5,Bachelor,9.6,29,148600.0,Very High,No,4,3,4,3,21,0,6.6,Hybrid,Travel_Rarely,1,No,2017-01-28,
EMP008480,Employee_8480,Male,48.0,Research & Development,Research Scientist,5,Bachelor,0.2,26,139390.0,Very High,Yes,2,4,3,3,14,0,0.0,Fully Remote,Travel_Frequently,14,No,2026-06-10,
EMP008481,Employee_8481,Female,38.0,Sales,Sales Representative,2,Master,8.5,16,82642.0,Medium,No,4,3,4,3,41,1,7.5,Fully Remote,Travel_Frequently,24,No,2018-02-18,
EMP008482,Employee_8482,Male,51.0,Sales,Manager,2,Bachelor,13.5,29,96444.0,High,No,1,3,1,3,51,0,11.5,On-Site,Travel_Frequently,0,Yes,2013-02-26,2015-01-14
EMP008483,Employee_8483,Male,24.0,Research & Development,Healthcare Representative,5,Bachelor,2.0,2,114006.0,High,No,1,4,4,2,55,1,0.0,On-Site,Travel_Rarely,1,No,2019-07-30,
EMP008484,Employee_8484,Female,32.0,IT,Manager,3,High School,10.0,10,94357.0,High,No,1,3,2,3,87,0,6.0,On-Site,Non-Travel,27,No,2012-08-05,
EMP008485,Employee_8485,Male,54.0,Finance,Manager,3,Bachelor,3.6,32,106375.0,High,Yes,3,3,2,3,9,0,0.0,Hybrid,Travel_Frequently,14,No,2023-01-13,
EMP008486,Employee_8486,Female,30.0,Research & Development,Manager,3,PhD,9.0,9,98150.0,High,No,3,4,4,2,46,0,8.0,Hybrid,Travel_Rarely,23,No,2014-09-14,
EMP008487,Employee_8487,Female,39.0,Research & Development,Laboratory Technician,4,Bachelor,2.3,17,110813.0,High,Yes,3,2,1,3,35,1,1.2999999999999998,On-Site,Travel_Rarely,10,No,2024-05-11,
EMP008488,Employee_8488,Male,22.0,IT,Software Engineer,4,Bachelor,2.0,2,105582.0,High,No,2,2,1,3,52,0,0.0,Fully Remote,Travel_Rarely,9,No,2010-03-08,
EMP008489,Employee_8489,Female,27.0,Research & Development,Manufacturing Director,1,Master,6.0,6,59608.0,Medium,No,3,2,2,2,15,1,3.0,Hybrid,Travel_Frequently,8,No,2011-09-29,
EMP008490,Employee_8490,Female,55.0,Finance,Accountant,3,High School,15.8,33,109322.0,High,No,2,1,1,2,38,1,12.8,On-Site,Travel_Rarely,25,No,2010-11-10,
EMP008491,Employee_8491,Male,26.0,Human Resources,Manager,3,Master,4.0,4,80789.0,Medium,No,4,2,2,3,27,1,3.0,On-Site,Travel_Rarely,29,No,2019-04-21,
EMP008492,Employee_8492,Male,24.0,Research & Development,Laboratory Technician,1,Master,8.0,8,66105.0,Medium,Yes,3,4,1,4,79,1,7.0,Hybrid,Non-Travel,18,No,2011-07-19,
EMP008493,Employee_8493,Female,47.0,Sales,Sales Representative,3,Bachelor,12.3,25,105763.0,High,Yes,1,2,3,4,45,0,11.3,Hybrid,Travel_Frequently,11,No,2014-05-21,
EMP008494,Employee_8494,Male,58.0,Research & Development,Manager,3,Bachelor,14.4,36,123678.0,High,Yes,4,2,1,3,20,0,13.4,On-Site,Travel_Frequently,20,No,2012-04-05,
EMP008495,Employee_8495,Female,27.0,Research & Development,Manager,4,Master,2.4,6,107150.0,High,No,4,1,2,3,10,0,1.4,On-Site,Travel_Rarely,0,No,2024-03-29,
EMP008496,Employee_8496,Female,32.0,Finance,Financial Analyst,3,Bachelor,6.6,10,85230.0,Medium,No,2,3,3,3,92,0,3.6,On-Site,Travel_Rarely,13,No,2020-01-19,
EMP008497,Employee_8497,Female,32.0,Human Resources,Human Resources,2,Bachelor,10.0,10,83072.0,Medium,No,1,4,2,3,47,1,8.0,Fully Remote,Travel_Frequently,0,No,2012-10-22,
EMP008498,Employee_8498,Male,59.0,IT,Software Engineer,1,Bachelor,10.5,37,88444.0,Medium,No,1,3,3,3,76,0,9.5,Fully Remote,Travel_Rarely,9,No,2016-03-01,
EMP008499,Employee_8499,Male,37.0,Research & Development,Laboratory Technician,1,Master,3.6,15,76753.0,Medium,No,2,3,1,2,33,0,2.6,On-Site,Travel_Rarely,28,No,2023-01-10,
EMP008500,Employee_8500,Female,41.0,Research & Development,Laboratory Technician,1,Bachelor,14.5,19,77550.0,Medium,No,3,3,1,3,86,1,11.5,On-Site,Travel_Rarely,23,No,2012-03-15,
EMP008501,Employee_8501,Female,41.0,Sales,Manager,4,High School,10.0,19,103909.0,High,Yes,4,2,3,2,3,0,6.0,On-Site,Travel_Rarely,12,No,2016-09-17,
EMP008502,Employee_8502,Male,47.0,Sales,Sales Executive,1,Master,4.0,25,72641.0,Medium,No,2,2,3,3,22,0,1.0,On-Site,Travel_Rarely,28,No,2022-09-06,
EMP008503,Employee_8503,Male,56.0,Research & Development,Manager,4,Master,12.9,34,136797.0,Very High,No,2,3,3,4,74,0,10.9,Fully Remote,Non-Travel,1,No,2013-10-23,
EMP008504,Employee_8504,Female,46.0,Sales,Manager,2,Master,13.3,24,88008.0,Medium,No,1,3,1,3,68,0,9.3,On-Site,Travel_Rarely,23,No,2013-05-20,
EMP008505,Employee_8505,Female,51.0,Sales,Sales Executive,4,Bachelor,5.6,29,135064.0,Very High,No,2,1,3,3,13,0,1.5999999999999996,On-Site,Travel_Rarely,9,No,2021-01-15,
EMP008506,Employee_8506,Other,46.0,Finance,Accountant,1,Master,7.7,24,84706.0,Medium,No,4,3,3,3,87,0,5.7,Hybrid,Travel_Rarely,20,No,2018-12-25,
EMP008507,Employee_8507,Male,40.0,IT,Software Engineer,4,Master,0.2,9,102426.0,High,No,2,4,3,2,39,0,0.0,Fully Remote,Travel_Frequently,8,No,2026-06-22,
EMP008508,Employee_8508,Male,56.0,Finance,Accountant,4,Bachelor,3.7,34,137716.0,Very High,No,1,1,1,3,95,0,2.7,Fully Remote,Travel_Rarely,24,No,2022-12-07,
EMP008509,Employee_8509,Male,48.0,Sales,Sales Representative,3,Bachelor,3.4,26,109443.0,High,Yes,4,2,2,2,59,0,0.3999999999999999,Fully Remote,Travel_Frequently,28,No,2023-04-07,
EMP008510,Employee_8510,Male,25.0,Research & Development,Healthcare Representative,5,Bachelor,6.9,9,127891.0,High,No,3,3,4,2,64,0,5.9,Fully Remote,Travel_Frequently,1,No,2019-09-20,
EMP008511,Employee_8511,Male,37.0,Finance,Financial Analyst,1,Master,5.2,15,71286.0,Medium,Yes,1,3,2,3,77,1,4.2,Hybrid,Travel_Rarely,16,No,2021-07-02,
EMP008512,Employee_8512,Female,50.0,Sales,Sales Executive,5,PhD,5.3,28,142497.0,Very High,No,3,3,4,3,62,1,1.2999999999999998,Hybrid,Travel_Frequently,16,No,2021-05-04,
EMP008513,Employee_8513,Male,56.0,Research & Development,Laboratory Technician,5,Master,13.0,34,144386.0,Very High,No,2,3,2,2,93,0,10.0,On-Site,Travel_Rarely,6,No,2013-09-16,
EMP008514,Employee_8514,Male,42.0,IT,IT Support,4,PhD,2.1,20,113359.0,High,No,4,2,3,3,38,0,0.0,Hybrid,Travel_Frequently,20,Yes,2024-08-10,2024-11-30
EMP008515,Employee_8515,Male,52.0,Sales,Sales Representative,2,Bachelor,2.8,30,101204.0,High,Yes,1,3,2,3,19,0,1.7999999999999998,On-Site,Travel_Rarely,9,No,2023-11-26,
EMP008516,Employee_8516,Female,40.0,Research & Development,Research Scientist,3,Bachelor,2.8,18,100455.0,High,No,1,1,1,3,21,0,0.0,Hybrid,Travel_Rarely,25,No,2023-11-04,
EMP008517,Employee_8517,Male,59.0,IT,IT Support,5,Bachelor,1.3,37,151859.0,Very High,No,4,4,1,2,23,0,0.0,Hybrid,Non-Travel,7,No,2025-05-13,
EMP008518,Employee_8518,Male,53.0,Sales,Sales Representative,5,PhD,11.6,31,144551.0,Very High,No,1,1,2,3,96,0,9.6,Hybrid,Travel_Rarely,16,No,2015-01-11,
EMP008519,Employee_8519,Female,25.0,Research & Development,Healthcare Representative,2,Bachelor,4.0,4,77056.0,Medium,No,2,3,1,4,84,0,1.0,Fully Remote,Travel_Frequently,19,No,2017-12-02,
EMP008520,Employee_8520,Female,35.0,Research & Development,Healthcare Representative,3,Master,9.8,13,96442.0,High,No,4,4,2,3,55,0,5.800000000000001,Fully Remote,Travel_Frequently,1,No,2016-11-01,
EMP008521,Employee_8521,Male,22.0,Sales,Sales Executive,4,Bachelor,9.0,9,101202.0,High,Yes,2,4,3,3,25,0,6.0,On-Site,Travel_Rarely,29,No,2017-01-27,
EMP008522,Employee_8522,Male,40.0,Research & Development,Laboratory Technician,1,Master,9.7,18,77503.0,Medium,No,1,4,3,2,29,0,6.699999999999999,Fully Remote,Travel_Frequently,0,Yes,2017-01-02,2020-12-06
EMP008523,Employee_8523,Male,53.0,IT,IT Support,3,Master,1.4,31,123305.0,High,No,3,1,1,2,3,0,0.0,On-Site,Travel_Rarely,0,No,2025-04-09,
EMP008524,Employee_8524,Male,29.0,Research & Development,Laboratory Technician,5,Bachelor,6.8,8,110973.0,High,Yes,1,4,3,3,1,0,5.8,Fully Remote,Travel_Rarely,9,No,2019-11-28,
EMP008525,Employee_8525,Male,26.0,Sales,Sales Executive,2,Master,4.0,4,65743.0,Medium,No,3,4,3,3,38,0,1.0,On-Site,Non-Travel,23,No,2014-04-09,
EMP008526,Employee_8526,Female,29.0,Sales,Manager,1,Bachelor,7.0,7,59830.0,Medium,No,3,4,1,3,48,0,5.0,Hybrid,Travel_Rarely,22,No,2014-02-16,
EMP008527,Employee_8527,Male,27.0,Research & Development,Healthcare Representative,3,Bachelor,5.5,8,96902.0,High,No,4,1,1,4,53,0,4.5,On-Site,Non-Travel,24,No,2021-02-23,
EMP008528,Employee_8528,Female,56.0,Research & Development,Manufacturing Director,2,Bachelor,11.0,34,101505.0,High,No,4,2,1,4,2,0,9.0,Fully Remote,Travel_Rarely,11,No,2015-08-26,
EMP008529,Employee_8529,Male,32.0,IT,IT Support,4,Bachelor,6.7,10,104088.0,High,Yes,4,4,4,3,39,1,5.7,Hybrid,Travel_Rarely,7,No,2019-12-22,
EMP008530,Employee_8530,Male,34.0,Sales,Sales Representative,3,Bachelor,11.2,12,92840.0,High,Yes,2,2,2,3,93,0,9.2,On-Site,Travel_Frequently,6,No,2015-06-24,
EMP008531,Employee_8531,Female,46.0,Research & Development,Laboratory Technician,2,PhD,0.0,24,93613.0,High,No,2,4,1,3,25,0,0.0,Hybrid,Travel_Rarely,23,No,2026-08-14,
EMP008532,Employee_8532,Male,50.0,Sales,Manager,3,Bachelor,3.0,28,118391.0,High,No,1,4,4,4,75,0,2.0,Hybrid,Travel_Rarely,1,No,2023-09-17,
EMP008533,Employee_8533,Male,41.0,Sales,Sales Executive,2,Bachelor,13.1,19,84989.0,Medium,Yes,1,1,2,2,92,1,10.1,On-Site,Travel_Frequently,12,No,2013-07-18,
EMP008534,Employee_8534,Male,56.0,IT,IT Support,2,Bachelor,5.5,34,104576.0,High,No,1,3,2,2,50,0,1.5,Fully Remote,Travel_Rarely,8,No,2021-02-17,
EMP008535,Employee_8535,Female,47.0,IT,Software Engineer,1,Master,0.5,25,83458.0,Medium,No,4,1,2,4,2,0,0.0,On-Site,Travel_Frequently,0,No,2026-02-24,
EMP008536,Employee_8536,Female,41.0,Sales,Manager,5,Bachelor,9.1,19,137990.0,Very High,Yes,4,1,2,3,76,0,8.1,On-Site,Travel_Rarely,8,Yes,2017-07-15,2023-02-09
EMP008537,Employee_8537,Male,27.0,Sales,Sales Executive,1,Bachelor,5.0,5,59992.0,Medium,No,3,2,1,4,23,0,3.0,On-Site,Travel_Rarely,27,No,2014-10-20,
EMP008538,Employee_8538,Male,38.0,Research & Development,Manager,3,Bachelor,5.1,16,104572.0,High,No,4,3,1,4,20,0,2.1,On-Site,Travel_Rarely,2,No,2021-07-12,
EMP008539,Employee_8539,Female,48.0,Research & Development,Manager,5,Bachelor,12.3,26,147221.0,Very High,No,3,3,1,3,60,1,8.3,On-Site,Travel_Rarely,1,No,2014-05-23,
EMP008540,Employee_8540,Female,40.0,IT,Data Scientist,1,Bachelor,13.0,18,83919.0,Medium,No,2,4,2,3,29,0,9.0,Fully Remote,Travel_Rarely,16,Yes,2013-08-15,2022-03-08
EMP008541,Employee_8541,Female,53.0,Sales,Sales Executive,5,Master,0.4,31,157429.0,Very High,No,1,3,4,4,17,0,0.0,On-Site,Travel_Rarely,15,Yes,2026-04-23,2026-09-01
EMP008542,Employee_8542,Male,44.0,Research & Development,Laboratory Technician,4,Master,10.0,22,125468.0,High,Yes,3,3,3,4,16,1,9.0,On-Site,Non-Travel,9,No,2016-09-07,
EMP008543,Employee_8543,Male,59.0,Finance,Accountant,5,Master,13.7,37,151368.0,Very High,No,1,2,1,3,59,0,11.7,Fully Remote,Travel_Rarely,15,No,2013-01-03,
EMP008544,Employee_8544,Male,52.0,Research & Development,Laboratory Technician,3,Bachelor,2.8,30,112530.0,High,Yes,1,3,1,2,8,0,1.7999999999999998,On-Site,Travel_Rarely,25,No,2023-11-22,
EMP008545,Employee_8545,Male,37.0,Research & Development,Manufacturing Director,3,Bachelor,12.5,15,98004.0,High,No,4,4,4,3,7,0,9.5,On-Site,Travel_Rarely,7,No,2014-02-14,
EMP008546,Employee_8546,Female,24.0,Research & Development,Research Scientist,4,Master,2.0,2,100750.0,High,No,2,3,3,3,84,0,0.0,Hybrid,Travel_Rarely,21,No,2013-01-31,
EMP008547,Employee_8547,Male,37.0,Finance,Accountant,4,High School,15.0,15,118139.0,High,No,4,3,3,3,62,1,11.0,On-Site,Travel_Rarely,18,No,2010-10-24,
EMP008548,Employee_8548,Female,37.0,Research & Development,Research Scientist,2,Bachelor,8.3,15,81190.0,Medium,No,3,1,4,3,48,0,7.300000000000001,Hybrid,Travel_Rarely,22,No,2018-05-08,
EMP008549,Employee_8549,Male,25.0,IT,IT Support,2,Bachelor,8.0,8,76461.0,Medium,No,4,2,3,3,11,1,5.0,Fully Remote,Travel_Rarely,7,No,2016-02-04,
EMP008550,Employee_8550,Female,26.0,Finance,Manager,1,PhD,2.5,4,53810.0,Medium,Yes,1,1,1,3,57,0,0.0,Fully Remote,Travel_Rarely,27,No,2024-02-15,
EMP008551,Employee_8551,Male,49.0,IT,Software Engineer,5,Bachelor,4.7,27,150801.0,Very High,No,2,1,4,3,83,1,3.7,On-Site,Travel_Rarely,14,No,2021-12-03,
EMP008552,Employee_8552,Female,44.0,Human Resources,Human Resources,4,High School,6.3,22,116859.0,High,No,1,4,4,2,6,1,4.3,Hybrid,Travel_Rarely,29,No,2020-05-15,
EMP008553,Employee_8553,Female,40.0,Human Resources,Manager,4,Bachelor,10.9,18,119870.0,High,No,4,4,3,3,16,0,8.9,On-Site,Travel_Rarely,25,No,2015-09-28,
EMP008554,Employee_8554,Male,46.0,Finance,Accountant,4,Master,6.8,24,126534.0,High,No,3,1,1,4,21,0,3.8,On-Site,Travel_Rarely,6,No,2019-11-19,
EMP008555,Employee_8555,Male,40.0,Research & Development,Laboratory Technician,5,Bachelor,10.6,18,133934.0,Very High,No,4,4,1,3,47,0,8.6,Fully Remote,Travel_Rarely,21,No,2016-01-18,
EMP008556,Employee_8556,Male,24.0,Finance,Financial Analyst,4,PhD,0.3,6,106972.0,High,No,2,3,2,3,42,0,0.0,On-Site,Travel_Rarely,0,No,2026-05-25,
EMP008557,Employee_8557,Male,29.0,Research & Development,Manufacturing Director,2,Bachelor,7.0,7,74187.0,Medium,No,4,2,3,4,57,0,3.0,On-Site,Non-Travel,8,No,2010-06-25,
EMP008558,Employee_8558,Male,47.0,Finance,Manager,5,Bachelor,2.7,25,147125.0,Very High,No,2,2,1,3,11,0,1.7000000000000002,Fully Remote,Travel_Rarely,12,No,2023-12-15,
EMP008559,Employee_8559,Female,52.0,IT,IT Support,3,High School,0.2,30,111823.0,High,No,3,3,1,3,48,0,0.0,Hybrid,Travel_Frequently,14,No,2026-06-20,
EMP008560,Employee_8560,Male,40.0,Sales,Manager,5,Master,9.8,18,131811.0,Very High,Yes,1,2,3,2,46,1,7.800000000000001,On-Site,Travel_Rarely,22,No,2016-11-07,
EMP008561,Employee_8561,Male,38.0,Sales,Manager,5,Bachelor,5.7,16,130775.0,Very High,Yes,4,1,3,3,81,0,2.7,On-Site,Travel_Frequently,20,No,2020-12-13,
EMP008562,Employee_8562,Male,22.0,Research & Development,Research Scientist,1,Bachelor,6.0,6,67008.0,Medium,No,4,2,3,3,70,1,4.0,On-Site,Non-Travel,17,No,2014-07-26,
EMP008563,Employee_8563,Male,34.0,Finance,Accountant,1,Master,4.7,12,58729.0,Medium,No,2,3,4,4,97,0,3.7,On-Site,Travel_Rarely,17,No,2021-12-20,
EMP008564,Employee_8564,Male,33.0,Sales,Manager,2,Bachelor,9.7,11,75559.0,Medium,No,2,3,3,2,59,1,8.7,Fully Remote,Travel_Rarely,8,Yes,2016-12-20,2026-01-13
EMP008565,Employee_8565,Male,53.0,IT,IT Support,2,Bachelor,14.8,31,105118.0,High,Yes,4,3,4,3,64,0,13.8,On-Site,Travel_Rarely,5,No,2011-11-07,
EMP008566,Employee_8566,Male,45.0,Human Resources,Manager,1,Master,11.7,23,80158.0,Medium,No,1,3,1,3,32,1,8.7,Hybrid,Travel_Frequently,23,No,2014-12-29,
EMP008567,Employee_8567,Female,55.0,Research & Development,Laboratory Technician,5,Master,2.6,33,147612.0,Very High,No,3,1,1,3,1,0,0.0,Hybrid,Travel_Rarely,11,No,2024-02-04,
EMP008568,Employee_8568,Male,45.0,Human Resources,Human Resources,2,PhD,13.0,23,93625.0,High,No,2,1,1,3,67,0,12.0,Fully Remote,Travel_Rarely,21,No,2013-09-18,
EMP008569,Employee_8569,Female,30.0,IT,Manager,5,Bachelor,8.0,8,123702.0,High,No,4,1,2,3,63,0,7.0,Hybrid,Travel_Rarely,10,No,2018-05-31,
EMP008570,Employee_8570,Male,25.0,Sales,Sales Executive,2,Bachelor,3.0,3,80262.0,Medium,No,4,4,2,3,94,0,2.0,On-Site,Travel_Frequently,22,No,2018-12-04,
EMP008571,Employee_8571,Female,46.0,Research & Development,Manager,1,Master,15.2,24,83876.0,Medium,Yes,4,3,3,4,98,0,13.2,On-Site,Travel_Rarely,15,No,2011-07-01,
EMP008572,Employee_8572,Male,57.0,Finance,Manager,3,Bachelor,2.3,35,120133.0,High,No,2,3,1,3,61,1,1.2999999999999998,Hybrid,Travel_Rarely,2,No,2024-04-28,
EMP008573,Employee_8573,Male,45.0,IT,Data Scientist,5,PhD,11.0,23,130906.0,Very High,Yes,1,2,3,4,30,0,10.0,On-Site,Travel_Frequently,7,No,2015-09-15,
EMP008574,Employee_8574,Male,44.0,Research & Development,Manufacturing Director,3,Bachelor,11.1,22,103594.0,High,No,1,4,2,2,19,0,9.1,On-Site,Travel_Rarely,29,No,2015-08-03,
EMP008575,Employee_8575,Female,36.0,Research & Development,Laboratory Technician,4,PhD,4.3,14,118425.0,High,No,2,1,4,3,91,0,0.2999999999999998,Hybrid,Travel_Frequently,19,No,2022-06-01,
EMP008576,Employee_8576,Female,46.0,Finance,Financial Analyst,4,Bachelor,11.9,24,130333.0,Very High,No,4,2,1,2,48,0,9.9,On-Site,Travel_Rarely,25,No,2014-10-19,
EMP008577,Employee_8577,Male,31.0,Research & Development,Manufacturing Director,2,Bachelor,9.0,9,74399.0,Medium,No,3,3,4,3,48,0,6.0,Hybrid,Travel_Rarely,7,No,2014-06-04,
EMP008578,Employee_8578,Male,31.0,Research & Development,Healthcare Representative,3,Master,9.0,9,92615.0,High,Yes,2,4,3,4,6,0,7.0,On-Site,Travel_Frequently,13,No,2015-01-24,
EMP008579,Employee_8579,Male,27.0,Sales,Sales Representative,2,High School,5.0,5,76238.0,Medium,Yes,1,4,2,4,68,0,3.0,Hybrid,Travel_Rarely,11,No,2017-03-27,
EMP008580,Employee_8580,Male,26.0,Sales,Manager,2,PhD,6.0,6,81216.0,Medium,No,1,1,2,3,11,0,4.0,Hybrid,Travel_Rarely,16,No,2014-05-20,
EMP008581,Employee_8581,Female,50.0,Human Resources,Manager,3,PhD,7.4,28,115010.0,High,No,1,4,4,4,41,0,3.4000000000000004,Hybrid,Travel_Rarely,29,No,2019-04-20,
EMP008582,Employee_8582,Female,41.0,Sales,Sales Representative,5,PhD,0.9,19,132276.0,Very High,No,4,2,1,4,62,0,0.0,Hybrid,Travel_Rarely,16,No,2025-10-08,
EMP008583,Employee_8583,Male,22.0,Sales,Sales Representative,3,Master,0.0,0,88416.0,Medium,No,2,3,3,3,66,1,0.0,Hybrid,Travel_Rarely,24,No,2022-01-20,
EMP008584,Employee_8584,Female,43.0,Finance,Accountant,3,Bachelor,6.8,21,109004.0,High,No,1,2,1,3,41,0,4.8,On-Site,Travel_Rarely,9,No,2019-11-15,
EMP008585,Employee_8585,Female,44.0,Research & Development,Research Scientist,2,Bachelor,6.3,22,84871.0,Medium,No,2,2,1,3,12,1,2.3,Hybrid,Travel_Rarely,8,No,2020-05-27,
