Employee_ID,Employee_Name,Gender,Age,Department,Job_Role,Job_Level,Education,Years_At_Company,Total_Work_Experience,Salary,Salary_Band,Overtime,Work_Life_Balance,Job_Satisfaction,Environment_Satisfaction,Performance_Rating,Training_Hours,Promotion_Last_Year,Manager_Tenure,Remote_Status,Business_Travel,Absence_Days,Attrition,Hire_Date,Exit_Date
EMP009718,Employee_9718,Female,38,Sales,Manager,2,Bachelor,15.9,16,78759,Medium,No,3,1,1,4,85,1,13.9,Fully Remote,Travel_Rarely,21,No,24-09-2010,
EMP009719,Employee_9719,Female,45,Research & Development,Manufacturing Director,4,Master,14.4,23,113264,High,No,3,1,2,3,62,0,12.4,On-Site,Travel_Rarely,26,No,17-04-2012,
EMP009720,Employee_9720,Female,43,Finance,Financial Analyst,3,PhD,4.1,21,98817,High,Yes,4,3,3,2,16,0,3.1,Hybrid,Non-Travel,28,No,21-07-2022,
EMP009721,Employee_9721,Female,36,IT,Software Engineer,1,Bachelor,3.5,14,70736,Medium,Yes,4,3,1,3,96,0,1.5,On-Site,Travel_Rarely,22,No,19-02-2023,
EMP009722,Employee_9722,Male,42,Research & Development,Laboratory Technician,5,Master,14.8,20,137325,Very High,Yes,4,1,1,4,42,0,11.8,Fully Remote,Non-Travel,19,No,18-11-2011,
EMP009723,Employee_9723,Male,48,Sales,Sales Executive,2,Bachelor,7.5,26,95689,High,No,4,4,2,3,81,1,3.5,On-Site,Travel_Rarely,2,No,16-03-2019,
EMP009724,Employee_9724,Male,37,Sales,Sales Representative,5,Bachelor,2.7,15,129760,High,No,4,3,1,3,84,0,0,Hybrid,Non-Travel,4,No,10-12-2023,
EMP009725,Employee_9725,Male,35,Sales,Manager,3,High School,13,13,105347,High,No,2,3,3,3,41,1,10,On-Site,Travel_Rarely,7,No,23-12-2010,
EMP009726,Employee_9726,Male,25,Research & Development,Manufacturing Director,3,Master,3,3,89222,Medium,Yes,2,2,3,3,23,0,2,Fully Remote,Travel_Frequently,15,No,12-06-2020,
EMP009727,Employee_9727,Male,45,Human Resources,Human Resources,5,Master,14.3,23,136919,Very High,Yes,3,1,2,3,94,0,13.3,On-Site,Non-Travel,26,No,21-05-2012,
EMP009728,Employee_9728,Female,34,Research & Development,Healthcare Representative,4,Master,11.3,12,109713,High,Yes,1,2,1,3,35,0,7.3,Fully Remote,Travel_Rarely,17,No,28-05-2015,
EMP009729,Employee_9729,Male,26,Research & Development,Healthcare Representative,3,Master,3.9,4,85101,Medium,No,4,1,2,3,11,1,1.9,On-Site,Travel_Rarely,23,Yes,22-09-2022,24-12-2024
EMP009730,Employee_9730,Female,54,Research & Development,Research Scientist,4,Master,11.7,32,137341,Very High,No,4,4,2,3,8,0,9.7,On-Site,Travel_Rarely,4,No,16-12-2014,
EMP009731,Employee_9731,Female,58,Sales,Sales Representative,4,Master,4.6,36,141486,Very High,Yes,3,4,3,4,54,0,2.6,Hybrid,Travel_Frequently,11,No,05-02-2022,
EMP009732,Employee_9732,Male,29,Research & Development,Research Scientist,2,Master,7,7,84044,Medium,No,4,2,1,3,99,0,5,Hybrid,Travel_Rarely,15,No,26-03-2017,
EMP009733,Employee_9733,Male,40,Research & Development,Laboratory Technician,1,High School,10.6,18,78558,Medium,No,1,2,3,3,70,0,7.6,On-Site,Travel_Rarely,15,No,07-02-2016,
EMP009734,Employee_9734,Female,31,Sales,Sales Executive,1,Master,7.4,9,54115,Medium,No,1,3,4,3,90,1,3.4,On-Site,Travel_Frequently,20,No,15-04-2019,
EMP009735,Employee_9735,Female,40,Sales,Sales Representative,3,Master,5.2,18,108360,High,No,2,4,2,4,0,0,3.2,On-Site,Travel_Rarely,10,No,10-06-2021,
EMP009736,Employee_9736,Female,52,Sales,Manager,3,High School,10.2,30,109543,High,Yes,2,3,4,3,6,1,9.2,On-Site,Non-Travel,15,No,08-06-2016,
EMP009737,Employee_9737,Male,35,Sales,Sales Representative,2,Bachelor,4.7,13,78264,Medium,No,1,1,3,3,58,0,2.7,Fully Remote,Travel_Rarely,9,No,06-12-2021,
EMP009738,Employee_9738,Female,46,Sales,Manager,1,Master,3.3,24,77846,Medium,No,3,4,3,3,46,0,1.3,On-Site,Travel_Rarely,0,No,12-05-2023,
EMP009739,Employee_9739,Female,29,Sales,Sales Executive,3,Bachelor,2.1,8,90714,High,No,2,3,4,2,44,0,0,Fully Remote,Travel_Rarely,11,No,25-07-2024,
EMP009740,Employee_9740,Male,25,Sales,Sales Representative,5,Bachelor,3,6,120802,High,No,1,2,3,3,18,0,1,Hybrid,Travel_Rarely,23,No,19-09-2023,
EMP009741,Employee_9741,Male,26,Research & Development,Manager,2,Bachelor,6,6,71451,Medium,Yes,4,1,2,3,54,1,2,On-Site,Non-Travel,17,Yes,02-07-2017,01-06-2019
EMP009742,Employee_9742,Other,57,Sales,Sales Representative,4,PhD,2.9,35,140100,Very High,No,1,3,4,3,10,0,0,Fully Remote,Travel_Rarely,11,No,19-10-2023,
EMP009743,Employee_9743,Female,27,Research & Development,Research Scientist,5,Bachelor,5,5,118454,High,Yes,3,2,1,3,97,0,1,Fully Remote,Travel_Rarely,1,No,23-06-2017,
EMP009744,Employee_9744,Male,51,Sales,Sales Representative,1,Master,13.1,29,92565,High,No,4,3,2,4,10,0,10.1,Hybrid,Travel_Frequently,13,No,11-08-2013,
EMP009745,Employee_9745,Female,59,Research & Development,Research Scientist,3,Bachelor,12.5,37,128195,High,No,3,1,1,3,38,0,11.5,Hybrid,Non-Travel,21,No,16-03-2014,
EMP009746,Employee_9746,Female,58,Sales,Sales Representative,5,Bachelor,3.6,36,151642,Very High,No,1,2,2,3,89,1,0,On-Site,Travel_Rarely,28,No,06-02-2023,
EMP009747,Employee_9747,Other,40,Research & Development,Research Scientist,1,Bachelor,10,18,68390,Medium,No,2,3,1,2,34,0,9,On-Site,Travel_Rarely,28,No,09-09-2016,
EMP009748,Employee_9748,Male,39,Finance,Manager,1,Master,11.8,17,72909,Medium,No,3,1,3,4,66,0,9.8,On-Site,Travel_Rarely,26,No,08-11-2014,
EMP009749,Employee_9749,Male,42,Human Resources,Manager,3,High School,7.9,20,109295,High,Yes,4,4,2,3,44,0,6.9,On-Site,Non-Travel,21,No,15-10-2018,
EMP009750,Employee_9750,Male,58,Research & Development,Manufacturing Director,4,PhD,3.2,36,142532,Very High,No,4,3,1,3,21,1,0.2,Hybrid,Travel_Rarely,25,No,06-07-2023,
EMP009751,Employee_9751,Male,38,Sales,Sales Executive,3,High School,14.3,16,103364,High,Yes,4,1,3,3,39,0,12.3,Hybrid,Travel_Rarely,27,No,27-05-2012,
EMP009752,Employee_9752,Male,52,Research & Development,Healthcare Representative,4,Master,8.8,30,126433,High,No,1,1,3,3,81,0,5.8,On-Site,Travel_Rarely,26,No,10-11-2017,
EMP009753,Employee_9753,Male,42,Sales,Sales Representative,2,Bachelor,7.9,20,89437,Medium,Yes,1,4,1,3,54,0,4.9,On-Site,Travel_Rarely,18,No,06-10-2018,
EMP009754,Employee_9754,Male,32,Research & Development,Healthcare Representative,3,PhD,5.3,10,98409,High,No,3,4,3,3,86,0,1.3,Hybrid,Non-Travel,26,No,07-05-2021,
EMP009755,Employee_9755,Female,37,IT,IT Support,3,Master,6.4,15,105216,High,Yes,3,3,3,3,2,0,4.4,On-Site,Travel_Frequently,3,No,05-04-2020,
EMP009756,Employee_9756,Female,30,Research & Development,Manufacturing Director,4,Master,8,8,103537,High,No,1,4,1,3,62,0,6,Hybrid,Travel_Rarely,6,No,07-10-2017,
EMP009757,Employee_9757,Male,44,Finance,Financial Analyst,3,Bachelor,15.9,22,106827,High,Yes,2,2,2,3,13,1,11.9,Hybrid,Travel_Frequently,8,No,20-10-2010,
EMP009758,Employee_9758,Female,44,Sales,Manager,5,Master,12.1,22,143457,Very High,No,1,1,3,4,92,0,10.1,Hybrid,Travel_Rarely,25,No,10-07-2014,
EMP009759,Employee_9759,Male,24,Research & Development,Laboratory Technician,5,Master,4,6,118983,High,No,1,2,3,3,95,0,1,On-Site,Travel_Rarely,24,No,06-09-2022,
EMP009760,Employee_9760,Male,27,Finance,Accountant,4,Bachelor,4.6,5,103506,High,No,4,2,3,2,41,0,3.6,Hybrid,Travel_Rarely,10,No,24-01-2022,
EMP009761,Employee_9761,Female,,IT,Manager,3,Bachelor,15.2,19,110004,High,No,3,3,2,4,38,1,12.2,Fully Remote,Travel_Rarely,3,Yes,21-06-2011,21-07-2011
EMP009762,Employee_9762,Male,36,Finance,Financial Analyst,1,PhD,0.2,14,66147,Medium,Yes,4,1,4,3,50,0,0,Hybrid,Travel_Frequently,16,No,28-06-2026,
EMP009763,Employee_9763,Male,51,IT,Manager,3,High School,9.3,29,113302,High,No,1,4,3,3,53,0,8.3,Fully Remote,Travel_Rarely,1,No,10-05-2017,
EMP009764,Employee_9764,Female,53,Research & Development,Healthcare Representative,4,Master,16,31,126809,High,Yes,2,4,1,3,24,0,12,On-Site,Non-Travel,10,No,22-08-2010,
EMP009765,Employee_9765,Male,27,Finance,Manager,2,High School,2.1,5,65524,Medium,Yes,4,4,1,3,59,0,0.1,On-Site,Travel_Rarely,2,No,03-08-2024,
EMP009766,Employee_9766,Female,52,Sales,Manager,4,Master,9.4,30,135350,Very High,No,2,3,1,2,31,0,8.4,On-Site,Travel_Frequently,9,No,06-04-2017,
EMP009767,Employee_9767,Male,37,Finance,Manager,3,Bachelor,10.2,15,102400,High,Yes,3,4,4,3,62,0,7.2,Hybrid,Travel_Rarely,5,No,02-07-2016,
EMP009768,Employee_9768,Female,50,Sales,Manager,5,Bachelor,10.4,28,152147,Very High,No,1,3,1,2,66,0,6.4,Hybrid,Travel_Rarely,20,No,22-03-2016,
EMP009769,Employee_9769,Other,43,Research & Development,Manufacturing Director,3,Bachelor,14,21,98327,High,No,4,4,3,3,23,0,11,On-Site,Travel_Rarely,28,No,24-08-2012,
EMP009770,Employee_9770,Female,49,Research & Development,Research Scientist,3,PhD,14.2,27,116479,High,No,4,1,4,3,20,0,13.2,Hybrid,Travel_Rarely,6,No,08-06-2012,
EMP009771,Employee_9771,Male,36,Finance,Manager,5,Master,6.1,14,132170,Very High,No,1,2,2,4,60,0,2.1,Fully Remote,Travel_Rarely,8,No,30-07-2020,
EMP009772,Employee_9772,Male,42,Research & Development,Laboratory Technician,5,Bachelor,7.4,20,132655,Very High,Yes,4,1,4,3,0,0,6.4,On-Site,Travel_Rarely,28,No,24-04-2019,
EMP009773,Employee_9773,Male,29,Finance,Manager,1,Master,7,7,63344,Medium,No,1,4,3,3,11,0,4,Fully Remote,Travel_Rarely,10,No,04-02-2010,
EMP009774,Employee_9774,Female,22,Research & Development,Laboratory Technician,2,Master,4.2,5,74676,Medium,Yes,1,3,2,4,7,0,1.2,Hybrid,Travel_Rarely,27,No,09-06-2022,
EMP009775,Employee_9775,Female,51,Finance,Financial Analyst,2,Bachelor,7,29,109639,High,No,3,4,4,3,68,0,4,Hybrid,Travel_Rarely,24,No,25-08-2019,
EMP009776,Employee_9776,Female,23,Research & Development,Healthcare Representative,5,PhD,4,4,124250,High,No,4,1,3,4,45,0,3,On-Site,Non-Travel,19,No,30-10-2014,
EMP009777,Employee_9777,Female,45,Research & Development,Laboratory Technician,4,PhD,7.7,23,118128,High,Yes,4,1,3,3,69,0,5.7,Fully Remote,Travel_Frequently,26,No,05-01-2019,
EMP009778,Employee_9778,Female,26,Research & Development,Research Scientist,1,Bachelor,8,8,69376,Medium,No,1,2,4,3,55,0,6,Hybrid,Travel_Rarely,26,No,24-10-2016,
EMP009779,Employee_9779,Male,33,Research & Development,Healthcare Representative,2,Bachelor,9.3,11,77829,Medium,No,4,1,4,3,25,1,7.3,Hybrid,Non-Travel,10,Yes,24-05-2017,30-01-2025
EMP009780,Employee_9780,Male,26,Human Resources,Human Resources,3,Master,8,8,93513,High,No,1,4,1,4,55,0,6,On-Site,Travel_Rarely,18,No,08-04-2014,
EMP009781,Employee_9781,Female,55,Research & Development,Healthcare Representative,3,Master,3.8,33,117368,High,No,4,2,4,4,74,0,1.8,Hybrid,Travel_Rarely,22,No,04-11-2022,
EMP009782,Employee_9782,Male,35,Sales,Sales Representative,3,Bachelor,10.4,13,104165,High,No,3,3,2,3,90,0,9.4,Hybrid,Travel_Rarely,8,No,26-03-2016,
EMP009783,Employee_9783,Male,33,Research & Development,Manager,5,Master,5.7,11,130731,Very High,Yes,3,2,2,4,31,0,4.7,Hybrid,Travel_Rarely,8,No,20-12-2020,
EMP009784,Employee_9784,Female,48,Finance,Manager,1,PhD,4.5,26,76999,Medium,No,4,1,1,3,25,0,0.5,On-Site,Travel_Frequently,5,No,26-02-2022,
EMP009785,Employee_9785,Female,23,Research & Development,Research Scientist,5,Master,8,8,136962,Very High,Yes,3,2,3,4,1,0,6,Hybrid,Non-Travel,14,No,08-01-2013,
EMP009786,Employee_9786,Female,57,IT,Software Engineer,5,Master,12.8,35,157171,Very High,No,2,3,3,3,37,1,9.8,On-Site,Travel_Rarely,6,No,20-11-2013,
EMP009787,Employee_9787,Female,59,Sales,Manager,5,Master,1.9,37,162017,Very High,Yes,2,3,2,4,36,0,0,Fully Remote,Travel_Rarely,3,No,23-10-2024,
EMP009788,Employee_9788,Male,24,Research & Development,Healthcare Representative,4,Bachelor,2,2,103506,High,No,2,3,1,3,65,0,0,On-Site,Non-Travel,15,No,18-01-2014,
EMP009789,Employee_9789,Female,57,Sales,Sales Executive,2,High School,5.9,35,104601,High,Yes,1,2,2,4,16,1,4.9,Hybrid,Non-Travel,16,No,19-09-2020,
EMP009790,Employee_9790,Male,29,Sales,Sales Representative,3,Bachelor,6.4,7,88245,Medium,No,1,3,3,2,11,0,5.4,Hybrid,Travel_Rarely,5,No,31-03-2020,
EMP009791,Employee_9791,Male,23,IT,IT Support,5,Bachelor,2.3,6,120354,High,No,3,4,3,3,15,0,0.3,On-Site,Travel_Rarely,15,No,14-05-2024,
EMP009792,Employee_9792,Male,50,Research & Development,Healthcare Representative,1,PhD,8.6,28,89255,Medium,Yes,2,1,3,3,16,0,6.6,On-Site,Non-Travel,5,No,04-02-2018,
EMP009793,Employee_9793,Male,46,Research & Development,Laboratory Technician,1,Master,0.2,24,75864,Medium,Yes,2,3,3,3,2,0,0,Hybrid,Travel_Rarely,27,No,23-06-2026,
EMP009794,Employee_9794,Female,25,Human Resources,Manager,5,PhD,3,3,122631,High,Yes,4,2,4,3,13,0,0,On-Site,Travel_Frequently,17,No,14-10-2013,
EMP009795,Employee_9795,Female,31,Sales,Sales Executive,2,Master,9,9,69488,Medium,No,4,2,3,3,15,0,7,Fully Remote,Travel_Frequently,11,No,18-01-2017,
EMP009796,Employee_9796,Female,38,Sales,Sales Representative,4,High School,7.4,16,114507,High,No,3,3,1,4,59,0,4.4,On-Site,Travel_Rarely,0,No,08-04-2019,
EMP009797,Employee_9797,Female,22,Sales,Sales Executive,4,High School,2,2,94702,High,No,2,4,3,3,24,0,1,Fully Remote,Travel_Rarely,6,No,19-04-2014,
EMP009798,Employee_9798,Male,24,IT,Data Scientist,3,Bachelor,3,3,97053,High,No,3,1,2,3,63,0,2,On-Site,Travel_Rarely,14,No,10-03-2015,
EMP009799,Employee_9799,Female,59,Research & Development,Laboratory Technician,4,Bachelor,10.5,37,137816,Very High,No,3,4,1,3,70,0,7.5,On-Site,Travel_Rarely,20,No,22-02-2016,
EMP009800,Employee_9800,Male,51,Research & Development,Manufacturing Director,2,Bachelor,11.6,29,100389,High,No,3,3,2,3,21,0,10.6,On-Site,Non-Travel,9,No,10-02-2015,
EMP009801,Employee_9801,Male,26,IT,Manager,5,Bachelor,7,7,120151,High,No,3,4,4,4,36,1,4,On-Site,Travel_Rarely,27,No,29-01-2010,
EMP009802,Employee_9802,Female,32,Sales,Sales Executive,3,High School,10,10,99213,High,No,3,4,4,3,66,0,6,Hybrid,Travel_Frequently,8,No,07-12-2011,
EMP009803,Employee_9803,Male,30,Research & Development,Manager,3,Bachelor,8,8,95855,High,No,3,3,3,3,75,1,4,On-Site,Travel_Rarely,21,No,17-10-2012,
EMP009804,Employee_9804,Male,35,Research & Development,Healthcare Representative,5,High School,11,13,128464,High,Yes,4,4,1,3,53,0,10,On-Site,Travel_Rarely,6,No,26-08-2015,
EMP009805,Employee_9805,Female,40,Research & Development,Manager,5,Master,12.7,18,129533,High,No,4,2,1,3,86,0,8.7,Fully Remote,Travel_Rarely,21,No,17-12-2013,
EMP009806,Employee_9806,Male,34,Sales,Sales Executive,4,High School,6.6,12,107990,High,Yes,3,3,1,3,51,0,4.6,Hybrid,Travel_Frequently,0,No,13-01-2020,
EMP009807,Employee_9807,Male,42,Research & Development,Manufacturing Director,5,High School,8.5,20,129833,High,No,1,1,4,4,6,0,6.5,On-Site,Travel_Rarely,27,No,07-03-2018,
EMP009808,Employee_9808,Male,23,IT,Manager,2,Master,0.9,6,83061,Medium,No,4,3,2,3,79,0,0,On-Site,Travel_Rarely,21,Yes,04-10-2025,01-05-2026
EMP009809,Employee_9809,Male,51,Research & Development,Research Scientist,5,Bachelor,6.8,29,148201,Very High,No,2,1,2,3,61,0,3.8,Hybrid,Travel_Rarely,1,No,12-11-2019,
EMP009810,Employee_9810,Male,44,Research & Development,Research Scientist,5,Master,2.8,22,136082,Very High,Yes,4,1,1,4,60,0,0,On-Site,Travel_Rarely,29,No,11-11-2023,
EMP009811,Employee_9811,Female,48,IT,Data Scientist,1,PhD,6.6,26,79918,Medium,No,3,3,1,3,42,0,3.6,On-Site,Travel_Rarely,29,No,03-02-2020,
EMP009812,Employee_9812,Male,22,Sales,Manager,2,PhD,2,2,67045,Medium,No,2,3,4,3,21,0,0,On-Site,Travel_Rarely,11,Yes,23-03-2019,07-01-2020
EMP009813,Employee_9813,Male,28,Sales,Sales Executive,2,Master,6.9,9,72859,Medium,Yes,4,2,4,2,95,0,3.9,Hybrid,Non-Travel,25,No,22-10-2019,
EMP009814,Employee_9814,Female,23,Sales,Manager,3,Bachelor,1,1,91092,High,No,3,2,3,2,93,0,0,Hybrid,Travel_Rarely,20,No,25-07-2017,
EMP009815,Employee_9815,Male,44,Sales,Sales Representative,4,Bachelor,5.6,22,128319,High,No,1,3,4,3,58,0,1.6,On-Site,Travel_Frequently,27,No,20-01-2021,
EMP009816,Employee_9816,Male,52,Sales,Manager,2,PhD,15.1,30,96542,High,No,4,1,4,3,82,1,11.1,On-Site,Travel_Rarely,19,No,27-07-2011,
EMP009817,Employee_9817,Male,50,Sales,Sales Representative,2,PhD,1.1,28,103180,High,No,4,3,2,2,15,0,0,On-Site,Travel_Rarely,25,No,12-08-2025,
EMP009818,Employee_9818,Other,35,Sales,Manager,1,Master,5.5,13,68016,Medium,No,3,3,1,3,96,0,1.5,On-Site,Travel_Rarely,7,Yes,12-03-2021,25-03-2026
EMP009819,Employee_9819,Female,26,IT,Software Engineer,4,Master,4,4,113600,High,Yes,4,1,3,3,66,1,0,Fully Remote,Travel_Rarely,27,Yes,07-09-2011,12-03-2013
EMP009820,Employee_9820,Female,32,Sales,Manager,2,Bachelor,5.6,10,85724,Medium,No,4,1,3,3,11,1,4.6,Fully Remote,Non-Travel,28,No,02-02-2021,
EMP009821,Employee_9821,Male,54,Sales,Manager,4,Bachelor,15.8,32,124665,High,No,3,1,3,3,82,0,12.8,Hybrid,Travel_Rarely,9,No,22-11-2010,
EMP009822,Employee_9822,Female,50,Human Resources,Human Resources,4,High School,6.4,28,125974,High,No,2,2,4,3,18,0,4.4,On-Site,Travel_Rarely,8,No,29-03-2020,
EMP009823,Employee_9823,Male,27,Research & Development,Research Scientist,5,High School,7,7,117593,High,No,4,3,1,4,91,0,3,Fully Remote,Travel_Rarely,4,No,25-12-2010,
EMP009824,Employee_9824,Male,28,Finance,Manager,2,Bachelor,6,6,70421,Medium,No,4,1,3,3,33,0,5,Hybrid,Travel_Rarely,6,No,05-05-2020,
EMP009825,Employee_9825,Male,31,IT,Manager,3,Bachelor,0.5,9,91346,High,No,2,4,2,3,95,0,0,On-Site,Travel_Rarely,3,No,04-03-2026,
EMP009826,Employee_9826,Female,41,Research & Development,Laboratory Technician,3,Master,10.2,19,104625,High,Yes,1,2,1,4,81,1,7.2,On-Site,Travel_Rarely,26,No,29-06-2016,
EMP009827,Employee_9827,Male,30,Research & Development,Laboratory Technician,1,Bachelor,8,8,58616,Medium,No,4,1,2,3,89,1,5,On-Site,Travel_Rarely,5,No,18-09-2014,
EMP009828,Employee_9828,Male,38,IT,Software Engineer,1,Master,13,16,75250,Medium,No,4,3,2,3,19,0,11,Fully Remote,Travel_Rarely,16,No,11-09-2013,
EMP009829,Employee_9829,Female,57,Human Resources,Human Resources,2,Master,6.5,35,111067,High,No,4,2,2,3,43,0,5.5,Fully Remote,Travel_Rarely,23,No,14-02-2020,
EMP009830,Employee_9830,Male,27,Finance,Financial Analyst,1,Bachelor,5,5,66207,Medium,Yes,4,4,3,3,3,0,2,On-Site,Travel_Rarely,7,No,01-09-2020,
EMP009831,Employee_9831,Male,22,Human Resources,Manager,2,PhD,3,3,72047,Medium,No,2,4,3,3,30,0,0,On-Site,Travel_Rarely,12,No,31-08-2021,
EMP009832,Employee_9832,Female,32,Sales,Manager,2,High School,10,10,87111,Medium,Yes,3,3,1,3,44,0,9,On-Site,Travel_Rarely,12,No,16-05-2014,
EMP009833,Employee_9833,Male,38,Sales,Sales Representative,1,Master,12.2,16,71511,Medium,No,2,3,4,3,53,0,10.2,Hybrid,Travel_Frequently,14,No,16-06-2014,
EMP009834,Employee_9834,Male,30,Human Resources,Manager,2,Bachelor,8,8,77233,Medium,No,4,3,1,3,21,0,6,On-Site,Travel_Rarely,11,No,07-11-2016,
EMP009835,Employee_9835,Male,37,Research & Development,Research Scientist,1,Bachelor,2.2,15,77157,Medium,No,2,2,1,3,7,0,1.2,On-Site,Travel_Rarely,7,No,08-06-2024,
EMP009836,Employee_9836,Male,48,Research & Development,Research Scientist,4,High School,6.2,26,125718,High,No,3,3,3,3,74,1,5.2,On-Site,Non-Travel,23,No,05-06-2020,
EMP009837,Employee_9837,Male,26,Sales,Manager,4,Bachelor,2.3,6,104468,High,No,4,3,4,3,7,0,0,Fully Remote,Travel_Rarely,20,No,13-05-2024,
EMP009838,Employee_9838,Male,59,Research & Development,Healthcare Representative,4,Bachelor,16.1,37,138807,Very High,Yes,3,4,4,3,92,0,15.1,Hybrid,Travel_Rarely,23,No,12-07-2010,
EMP009839,Employee_9839,Female,29,Sales,Sales Representative,4,Master,7,7,99882,High,No,1,1,3,2,85,1,6,Fully Remote,Travel_Rarely,26,No,28-04-2017,
EMP009840,Employee_9840,Male,30,Sales,Sales Representative,3,PhD,6.1,8,99282,High,No,1,2,1,3,28,0,2.1,On-Site,Travel_Rarely,13,No,12-07-2020,
EMP009841,Employee_9841,Female,34,Research & Development,Healthcare Representative,2,Master,9.6,12,81156,Medium,No,3,1,2,2,14,0,8.6,Fully Remote,Travel_Frequently,16,No,21-01-2017,
EMP009842,Employee_9842,Female,24,Sales,Sales Representative,3,Bachelor,6,6,93543,High,Yes,1,3,1,3,71,0,4,Fully Remote,Travel_Rarely,1,No,02-04-2010,
EMP009843,Employee_9843,Male,48,Sales,Sales Representative,3,Bachelor,5.1,26,111717,High,No,3,1,3,2,16,0,1.1,On-Site,Travel_Rarely,2,No,05-08-2021,
EMP009844,Employee_9844,Female,58,Finance,Financial Analyst,2,Bachelor,15.4,36,109275,High,No,2,1,3,2,28,1,12.4,Hybrid,Non-Travel,13,No,26-04-2011,
EMP009845,Employee_9845,Other,41,Research & Development,Research Scientist,2,High School,1.7,19,90034,High,No,3,1,4,3,35,0,0,Hybrid,Travel_Frequently,14,No,05-12-2024,
EMP009846,Employee_9846,Male,54,Sales,Manager,2,Bachelor,8.7,32,108897,High,No,1,4,2,3,62,0,4.7,Fully Remote,Travel_Rarely,8,No,26-12-2017,
EMP009847,Employee_9847,Male,34,Human Resources,Human Resources,4,Master,4.5,12,113824,High,No,4,1,3,2,67,0,1.5,Fully Remote,Travel_Rarely,22,No,22-02-2022,
EMP009848,Employee_9848,Female,45,Research & Development,Manager,5,Bachelor,13.7,23,133166,Very High,No,4,1,2,4,65,1,12.7,Fully Remote,Non-Travel,2,No,11-12-2012,
EMP009849,Employee_9849,Other,45,Research & Development,Manager,4,Bachelor,9.8,23,126783,High,No,2,2,2,3,63,0,8.8,Hybrid,Non-Travel,5,No,18-11-2016,
EMP009850,Employee_9850,Female,41,Research & Development,Healthcare Representative,4,PhD,14.5,19,116105,High,No,3,2,1,3,87,0,12.5,On-Site,Travel_Rarely,13,No,09-03-2012,
EMP009851,Employee_9851,Male,48,Research & Development,Manufacturing Director,1,Bachelor,4.2,26,83645,Medium,No,1,1,1,4,0,1,2.2,Hybrid,Travel_Rarely,3,Yes,07-07-2022,01-11-2022
EMP009852,Employee_9852,Male,39,Sales,Sales Executive,1,Bachelor,1.4,17,65238,Medium,No,1,1,2,3,74,0,0,On-Site,Travel_Rarely,22,Yes,21-03-2025,28-09-2025
EMP009853,Employee_9853,Female,49,Sales,Sales Representative,2,Master,5.9,27,104342,High,Yes,4,3,2,3,98,0,1.9,On-Site,Travel_Rarely,2,No,24-10-2020,
EMP009854,Employee_9854,Male,57,Sales,Manager,1,Bachelor,15,35,93842,High,No,1,3,3,4,56,1,13,On-Site,Travel_Rarely,8,No,28-08-2011,
EMP009855,Employee_9855,Male,54,IT,Manager,2,Bachelor,8.5,32,98026,High,No,3,2,4,3,57,0,7.5,Fully Remote,Travel_Rarely,0,No,27-02-2018,
EMP009856,Employee_9856,Other,53,IT,Manager,3,Bachelor,3.2,31,111236,High,Yes,1,1,2,4,43,0,0,Hybrid,Travel_Rarely,28,No,18-06-2023,
EMP009857,Employee_9857,Female,28,Finance,Financial Analyst,2,Master,6,6,68912,Medium,Yes,1,1,2,3,53,0,5,Fully Remote,Travel_Frequently,8,No,21-08-2011,
EMP009858,Employee_9858,Female,36,Research & Development,Laboratory Technician,3,Bachelor,12.5,14,98314,High,No,3,1,4,3,49,0,9.5,Fully Remote,Travel_Frequently,1,No,13-03-2014,
EMP009859,Employee_9859,Female,35,IT,Data Scientist,1,Bachelor,13,13,73301,Medium,No,1,3,3,3,44,0,12,Fully Remote,Travel_Rarely,25,No,29-05-2011,
EMP009860,Employee_9860,Male,56,Sales,Manager,1,Bachelor,1.3,34,88102,Medium,Yes,2,1,4,3,52,0,0,On-Site,Travel_Rarely,27,No,24-05-2025,
EMP009861,Employee_9861,Female,52,IT,Software Engineer,3,Master,11.5,30,105894,High,Yes,2,4,1,3,0,0,9.5,Hybrid,Travel_Rarely,29,No,21-02-2015,
EMP009862,Employee_9862,Male,52,Research & Development,Healthcare Representative,5,Bachelor,5.8,30,145653,Very High,No,3,2,2,3,36,0,4.8,Fully Remote,Travel_Frequently,26,Yes,16-11-2020,17-09-2024
EMP009863,Employee_9863,Male,47,IT,IT Support,4,PhD,6.1,25,125369,High,No,1,2,3,3,76,0,3.1,On-Site,Travel_Rarely,13,No,10-07-2020,
EMP009864,Employee_9864,Male,46,Finance,Accountant,1,Bachelor,12,24,84741,Medium,No,4,2,3,3,92,0,10,Fully Remote,Travel_Frequently,23,Yes,27-08-2014,06-09-2016
EMP009865,Employee_9865,Female,27,IT,Software Engineer,5,PhD,8,8,128443,High,No,1,1,4,3,33,0,7,On-Site,Travel_Rarely,17,No,26-10-2012,
EMP009866,Employee_9866,Female,48,Sales,Manager,2,Master,4.1,26,96181,High,Yes,4,2,3,3,94,0,1.1,Hybrid,Travel_Rarely,9,No,01-08-2022,
EMP009867,Employee_9867,Female,53,Research & Development,Manager,3,Master,0.8,31,114533,High,Yes,3,3,4,2,66,0,0,On-Site,Travel_Rarely,22,No,29-10-2025,
